team,score,overs,rpo,innings,result,opposition,ground,date,toss
Sri Lanka,302/6,50,6.04,1,won,v England,Colombo (RPS),2014-12-16,won
England,215,45.5,4.69,2,lost,v Sri Lanka,Colombo (RPS),2014-12-16,lost
New Zealand,299/5,50,5.98,1,won,v Pakistan,Abu Dhabi,2014-12-17,won
Pakistan,292/8,50,5.84,2,lost,v New Zealand,Abu Dhabi,2014-12-17,lost
New Zealand,275/4,50,5.5,1,won,v Pakistan,Abu Dhabi,2014-12-19,won
Pakistan,207,43.3,4.75,2,lost,v New Zealand,Abu Dhabi,2014-12-19,lost
Australia,278/8,50,5.56,1,won,v England,Perth,2015-01-02,lost
England,166,39.1,4.23,2,lost,v Australia,Perth,2015-01-02,won
England,309/6,50,6.18,1,lost,v Sri Lanka,Wellington,2015-01-03,won
Sri Lanka,312/1,47.2,6.59,2,won,v England,Wellington,2015-01-03,lost
Pakistan,235/7,50,4.7,1,won,v Zimbabwe,Brisbane,2015-01-03,won
Zimbabwe,215,49.4,4.32,2,lost,v Pakistan,Brisbane,2015-01-03,lost
Pakistan,259/6,50,5.18,1,won,v Zimbabwe,Harare,2015-01-10,lost
Zimbabwe,128,37,3.45,2,lost,v Pakistan,Harare,2015-01-10,won
West Indies,159/8,26,6.11,1,lost,v Sri Lanka,Colombo (RPS),2015-01-11,lost
Sri Lanka,164/9,24.5,6.6,2,won,v West Indies,Colombo (RPS),2015-01-11,won
Scotland,213/7,50,4.26,1,won,v Afghanistan,Abu Dhabi,2015-01-14,won
Afghanistan,63,18.3,3.4,2,lost,v Scotland,Abu Dhabi,2015-01-14,lost
New Zealand,248,50,4.96,1,lost,v Sri Lanka,Hamilton,2015-01-15,won
Sri Lanka,252/4,47.4,5.28,2,won,v New Zealand,Hamilton,2015-01-15,lost
England,234,47.5,4.89,1,lost,v Australia,Sydney,2015-01-16,won
Australia,235/7,39.5,5.89,2,won,v England,Sydney,2015-01-16,lost
South Africa,279/8,48.2,5.77,1,won,v West Indies,Durban,2015-01-16,won
West Indies,164,28.2,5.78,2,lost,v South Africa,Durban,2015-01-16,lost
Sri Lanka,DNB,0,0,0,n/r,v New Zealand,Auckland,2015-01-17,won
New Zealand,145/3,28.5,5.02,1,n/r,v Sri Lanka,Auckland,2015-01-17,lost
Afghanistan,246/8,50,4.92,1,won,v Ireland,Dubai (DSC),2015-01-17,lost
Ireland,175,43.3,4.02,2,lost,v Afghanistan,Dubai (DSC),2015-01-17,won
India,267/8,50,5.34,1,lost,v Australia,Melbourne,2015-01-18,won
Australia,269/6,49,5.48,2,won,v India,Melbourne,2015-01-18,lost
South Africa,439/2,50,8.78,1,won,v West Indies,Johannesburg,2015-01-18,lost
West Indies,291/7,50,5.82,2,lost,v South Africa,Johannesburg,2015-01-18,won
Ireland,DNB,0,0,0,n/r,v Scotland,ICCA Dubai,2015-01-19,won
Scotland,DNB,0,0,0,n/r,v Ireland,ICCA Dubai,2015-01-19,lost
Sri Lanka,276,49.3,5.57,1,lost,v New Zealand,Nelson,2015-01-20,won
New Zealand,280/6,48.1,5.81,2,won,v Sri Lanka,Nelson,2015-01-20,lost
India,153,39.3,3.87,1,lost,v England,Brisbane,2015-01-20,won
England,156/1,27.3,5.67,2,won,v India,Brisbane,2015-01-20,lost
West Indies,122,33.4,3.62,1,lost,v South Africa,East London,2015-01-21,won
South Africa,124/1,24.4,5.02,2,won,v West Indies,East London,2015-01-21,lost
New Zealand,360/5,50,7.2,1,won,v Sri Lanka,Dunedin,2015-01-23,lost
Sri Lanka,252,43.4,5.77,2,lost,v New Zealand,Dunedin,2015-01-23,won
England,303/8,50,6.06,1,lost,v Australia,Hobart,2015-01-23,lost
Australia,304/7,49.5,6.1,2,won,v England,Hobart,2015-01-23,won
New Zealand,315/8,50,6.3,1,won,v Sri Lanka,Dunedin,2015-01-25,won
Sri Lanka,195,40.3,4.81,2,lost,v New Zealand,Dunedin,2015-01-25,lost
South Africa,262/8,50,5.24,1,lost,v West Indies,Port Elizabeth,2015-01-25,lost
West Indies,266/9,48.3,5.48,2,won,v South Africa,Port Elizabeth,2015-01-25,won
Australia,DNB,0,0,0,n/r,v India,Sydney,2015-01-26,won
India,69/2,16,4.31,1,n/r,v Australia,Sydney,2015-01-26,lost
South Africa,361/5,42,8.59,1,won,v West Indies,Centurion,2015-01-28,lost
West Indies,230,37.4,6.1,2,lost,v South Africa,Centurion,2015-01-28,won
Sri Lanka,287/6,50,5.74,1,won,v New Zealand,Wellington,2015-01-29,won
New Zealand,253,45.2,5.58,2,lost,v Sri Lanka,Wellington,2015-01-29,lost
India,200,48.1,4.15,1,lost,v England,Perth,2015-01-30,lost
England,201/7,46.5,4.29,2,won,v India,Perth,2015-01-30,won
Pakistan,210,45.3,4.61,1,lost,v New Zealand,Wellington,2015-01-31,lost
New Zealand,213/3,39.3,5.39,2,won,v Pakistan,Wellington,2015-01-31,won
New Zealand,303/4,50,6.06,1,lost,v Zimbabwe,Harare,2015-02-08,lost
Zimbabwe,304/3,49,6.2,2,won,v New Zealand,Harare,2015-02-08,won
New Zealand,331/6,50,6.62,1,won,v Sri Lanka,Christchurch,2015-02-14,lost
Sri Lanka,233,46.1,5.04,2,lost,v New Zealand,Christchurch,2015-02-14,won
Australia,342/9,50,6.84,1,won,v England,Melbourne,2015-02-14,lost
England,231,41.5,5.52,2,lost,v Australia,Melbourne,2015-02-14,won
South Africa,339/4,50,6.78,1,won,v Zimbabwe,Hamilton,2015-02-15,lost
Zimbabwe,277,48.2,5.73,2,lost,v South Africa,Hamilton,2015-02-15,won
India,300/7,50,6,1,won,v Pakistan,Adelaide,2015-02-15,won
Pakistan,224,47,4.76,2,lost,v India,Adelaide,2015-02-15,lost
West Indies,304/7,50,6.08,1,lost,v Ireland,Nelson,2015-02-16,lost
Ireland,307/6,45.5,6.69,2,won,v West Indies,Nelson,2015-02-16,won
Scotland,142,36.2,3.9,1,lost,v New Zealand,Dunedin,2015-02-17,lost
New Zealand,146/7,24.5,5.87,2,won,v Scotland,Dunedin,2015-02-17,won
Bangladesh,267,50,5.34,1,won,v Afghanistan,Canberra,2015-02-18,won
Afghanistan,162,42.5,3.78,2,lost,v Bangladesh,Canberra,2015-02-18,lost
U.A.E.,285/7,50,5.7,1,lost,v Zimbabwe,Nelson,2015-02-19,lost
Zimbabwe,286/6,48,5.95,2,won,v U.A.E.,Nelson,2015-02-19,won
England,123,33.2,3.69,1,lost,v New Zealand,Wellington,2015-02-20,won
New Zealand,125/2,12.2,10.13,2,won,v England,Wellington,2015-02-20,lost
West Indies,310/6,50,6.2,1,won,v Pakistan,Christchurch,2015-02-21,lost
Pakistan,160,39,4.1,2,lost,v West Indies,Christchurch,2015-02-21,won
Afghanistan,232,49.4,4.67,1,lost,v Sri Lanka,Dunedin,2015-02-22,lost
Sri Lanka,236/6,48.2,4.88,2,won,v Afghanistan,Dunedin,2015-02-22,won
India,307/7,50,6.14,1,won,v South Africa,Melbourne,2015-02-22,won
South Africa,177,40.2,4.38,2,lost,v India,Melbourne,2015-02-22,lost
England,303/8,50,6.06,1,won,v Scotland,Christchurch,2015-02-23,lost
Scotland,184,42.2,4.34,2,lost,v England,Christchurch,2015-02-23,won
West Indies,372/2,50,7.44,1,won,v Zimbabwe,Canberra,2015-02-24,won
Zimbabwe,289,44.3,6.49,2,lost,v West Indies,Canberra,2015-02-24,lost
U.A.E.,278/9,50,5.56,1,lost,v Ireland,Brisbane,2015-02-25,lost
Ireland,279/8,49.2,5.65,2,won,v U.A.E.,Brisbane,2015-02-25,won
Scotland,210,50,4.2,1,lost,v Afghanistan,Dunedin,2015-02-26,lost
Afghanistan,211/9,49.3,4.26,2,won,v Scotland,Dunedin,2015-02-26,won
Sri Lanka,332/1,50,6.64,1,won,v Bangladesh,Melbourne,2015-02-26,won
Bangladesh,240,47,5.1,2,lost,v Sri Lanka,Melbourne,2015-02-26,lost
South Africa,408/5,50,8.16,1,won,v West Indies,Sydney,2015-02-27,won
West Indies,151,33.1,4.55,2,lost,v South Africa,Sydney,2015-02-27,lost
Australia,151,32.2,4.67,1,lost,v New Zealand,Auckland,2015-02-28,won
New Zealand,152/9,23.1,6.56,2,won,v Australia,Auckland,2015-02-28,lost
U.A.E.,102,31.3,3.23,1,lost,v India,Perth,2015-02-28,won
India,104/1,18.5,5.52,2,won,v U.A.E.,Perth,2015-02-28,lost
New Zealand,369/5,50,7.38,1,won,v Pakistan,Napier,2015-03-02,won
Pakistan,250,43.1,5.79,2,lost,v New Zealand,Napier,2015-03-02,lost
South Africa,411/4,50,8.22,1,won,v Ireland,Canberra,2015-03-03,won
Ireland,210,45,4.66,2,lost,v South Africa,Canberra,2015-03-03,lost
Australia,305/6,50,6.1,1,won,v England,Southampton,2015-03-09,won
England,246,45.3,5.4,2,lost,v Australia,Southampton,2015-03-09,lost
Zimbabwe,276/6,50,5.52,1,won,v Pakistan,Harare,2015-03-10,lost
Pakistan,256/8,48,5.33,2,lost,v Zimbabwe,Harare,2015-03-10,won
Bangladesh,288/7,50,5.76,1,lost,v New Zealand,Hamilton,2015-03-13,lost
New Zealand,290/7,48.5,5.93,2,won,v Bangladesh,Hamilton,2015-03-13,won
Afghanistan,111/7,36.2,3.05,1,lost,v England,Sydney,2015-03-13,lost
England,101/1,18.1,5.55,2,won,v Afghanistan,Sydney,2015-03-13,won
Zimbabwe,287,48.5,5.87,1,lost,v India,Auckland,2015-03-14,lost
India,288/4,48.4,5.91,2,won,v Zimbabwe,Auckland,2015-03-14,won
Scotland,130,25.4,5.06,1,lost,v Australia,Hobart,2015-03-14,lost
Australia,133/3,15.2,8.67,2,won,v Scotland,Hobart,2015-03-14,won
U.A.E.,175,47.4,3.67,1,lost,v West Indies,Napier,2015-03-15,lost
West Indies,176/4,30.3,5.77,2,won,v U.A.E.,Napier,2015-03-15,won
Ireland,237,50,4.74,1,lost,v Pakistan,Adelaide,2015-03-15,won
Pakistan,241/3,46.1,5.22,2,won,v Ireland,Adelaide,2015-03-15,lost
Sri Lanka,133,37.2,3.56,1,lost,v South Africa,Sydney,2015-03-18,won
South Africa,134/1,18,7.44,2,won,v Sri Lanka,Sydney,2015-03-18,lost
India,302/6,50,6.04,1,won,v Bangladesh,Melbourne,2015-03-19,won
Bangladesh,193,45,4.28,2,lost,v India,Melbourne,2015-03-19,lost
Pakistan,213,49.5,4.27,1,lost,v Australia,Adelaide,2015-03-20,won
Australia,216/4,33.5,6.38,2,won,v Pakistan,Adelaide,2015-03-20,lost
New Zealand,393/6,50,7.86,1,won,v West Indies,Wellington,2015-03-21,won
West Indies,250,30.3,8.19,2,lost,v New Zealand,Wellington,2015-03-21,lost
South Africa,281/5,43,6.53,1,lost,v New Zealand,Auckland,2015-03-24,won
New Zealand,299/6,42.5,6.98,2,won,v South Africa,Auckland,2015-03-24,lost
Australia,328/7,50,6.56,1,won,v India,Sydney,2015-03-26,won
India,233,46.5,4.97,2,lost,v Australia,Sydney,2015-03-26,lost
New Zealand,183,45,4.06,1,lost,v Australia,Melbourne,2015-03-29,won
Australia,186/3,33.1,5.6,2,won,v New Zealand,Melbourne,2015-03-29,lost
Pakistan,339/6,50,6.78,1,won,v U.A.E.,Napier,2015-04-03,lost
U.A.E.,210/8,50,4.2,2,lost,v Pakistan,Napier,2015-04-03,won
Australia,417/6,50,8.34,1,won,v Afghanistan,Perth,2015-04-03,lost
Afghanistan,142,37.3,3.78,2,lost,v Australia,Perth,2015-04-03,won
Zimbabwe,235/9,50,4.7,1,lost,v New Zealand,Harare,2015-04-08,won
New Zealand,236/0,42.2,5.57,2,won,v Zimbabwe,Harare,2015-04-08,lost
West Indies,214,37.4,5.68,1,lost,v Sri Lanka,Colombo (RPS),2015-04-11,won
Sri Lanka,225/2,36.3,6.16,2,won,v West Indies,Colombo (RPS),2015-04-11,lost
Bangladesh,329/6,50,6.58,1,won,v Pakistan,Dhaka,2015-04-17,won
Pakistan,250,45.2,5.51,2,lost,v Bangladesh,Dhaka,2015-04-17,lost
Pakistan,239/6,50,4.78,1,lost,v Bangladesh,Dhaka,2015-04-19,won
Bangladesh,240/3,38.1,6.28,2,won,v Pakistan,Dhaka,2015-04-19,lost
Pakistan,250,49,5.1,1,lost,v Bangladesh,Dhaka,2015-04-22,won
Bangladesh,251/2,39.3,6.35,2,won,v Pakistan,Dhaka,2015-04-22,lost
Scotland,318/8,50,6.36,1,lost,v Bangladesh,Nelson,2015-05-03,lost
Bangladesh,322/4,48.1,6.68,2,won,v Scotland,Nelson,2015-05-03,won
Australia,309/7,49,6.3,1,won,v England,Lord's,2015-05-09,lost
England,245,42.3,5.76,2,lost,v Australia,Lord's,2015-05-09,won
Zimbabwe,161,38.5,4.14,1,lost,v Pakistan,Harare,2015-05-10,lost
Pakistan,162/3,34,4.76,2,won,v Zimbabwe,Harare,2015-05-10,won
Pakistan,375/3,50,7.5,1,won,v Zimbabwe,Lahore,2015-05-26,won
Zimbabwe,334/5,50,6.68,2,lost,v Pakistan,Lahore,2015-05-26,lost
Zimbabwe,268/7,50,5.36,1,lost,v Pakistan,Lahore,2015-05-29,lost
Pakistan,269/4,47.2,5.68,2,won,v Zimbabwe,Lahore,2015-05-29,won
Pakistan,296/9,50,5.92,1,n/r,v Zimbabwe,Lahore,2015-05-31,won
Zimbabwe,68/0,9,7.55,2,n/r,v Pakistan,Lahore,2015-05-31,lost
West Indies,182,44.2,4.1,1,lost,v India,Perth,2015-06-03,won
India,185/6,39.1,4.72,2,won,v West Indies,Perth,2015-06-03,lost
England,302,45.2,6.66,1,lost,v New Zealand,Southampton,2015-06-14,won
New Zealand,306/7,49,6.24,2,won,v England,Southampton,2015-06-14,lost
New Zealand,349/7,50,6.98,1,lost,v England,Nottingham,2015-06-17,won
England,350/3,44,7.95,2,won,v New Zealand,Nottingham,2015-06-17,lost
Bangladesh,307,49.4,6.18,1,won,v India,Dhaka,2015-06-18,won
India,228,46,4.95,2,lost,v Bangladesh,Dhaka,2015-06-18,lost
New Zealand,283/9,50,5.66,1,lost,v England,Chester-le-Street,2015-06-20,lost
England,192/7,25,7.68,2,won,v New Zealand,Chester-le-Street,2015-06-20,won
India,200,45,4.44,1,lost,v Bangladesh,Dhaka,2015-06-21,won
Bangladesh,200/4,38,5.26,2,won,v India,Dhaka,2015-06-21,lost
India,317/6,50,6.34,1,won,v Bangladesh,Dhaka,2015-06-24,lost
Bangladesh,240,47,5.1,2,lost,v India,Dhaka,2015-06-24,won
Pakistan,222,46.4,4.75,1,won,v South Africa,Auckland,2015-07-03,lost
South Africa,202,33.3,6.02,2,lost,v Pakistan,Auckland,2015-07-03,won
Ireland,331/8,50,6.62,1,won,v Zimbabwe,Hobart,2015-07-03,lost
Zimbabwe,326,49.3,6.58,2,lost,v Ireland,Hobart,2015-07-03,won
New Zealand,273/6,50,5.46,1,won,v Zimbabwe,Harare,2015-07-08,lost
Zimbabwe,235,47.4,4.93,2,lost,v New Zealand,Harare,2015-07-08,won
Bangladesh,273/9,50,5.46,1,won,v Zimbabwe,Dhaka,2015-07-11,lost
Zimbabwe,128,36.1,3.53,2,lost,v Bangladesh,Dhaka,2015-07-11,won
West Indies,206/9,36,5.72,1,lost,v Sri Lanka,Pallekele,2015-07-11,lost
